epoch,accuracy,loss,val_accuracy,val_loss
0,0.446153849363327,1.079435110092163,0.2631579041481018,1.1936289072036743
1,0.4615384638309479,1.0423336029052734,0.2631579041481018,1.1538605690002441
2,0.4769230782985687,1.0166102647781372,0.2631579041481018,1.1388531923294067
3,0.5384615659713745,0.9931952953338623,0.2631579041481018,1.129814863204956
4,0.48461538553237915,1.0131721496582031,0.2631579041481018,1.1209819316864014
5,0.5692307949066162,0.9748845100402832,0.2631579041481018,1.118157148361206
6,0.5923076868057251,0.9471822381019592,0.31578946113586426,1.1182405948638916
7,0.6000000238418579,0.9472812414169312,0.35087719559669495,1.1224137544631958
8,0.5692307949066162,0.9336287379264832,0.2631579041481018,1.1301952600479126
9,0.6461538672447205,0.9167882204055786,0.2631579041481018,1.1291249990463257
10,0.5615384578704834,0.9310213327407837,0.2631579041481018,1.1298505067825317
11,0.607692301273346,0.9340484738349915,0.2631579041481018,1.127555012702942
12,0.5692307949066162,0.8992182016372681,0.2631579041481018,1.1241977214813232
13,0.5846154093742371,0.94455486536026,0.24561403691768646,1.1211398839950562
14,0.5461538434028625,0.9255627393722534,0.2631579041481018,1.1186423301696777
15,0.6615384817123413,0.8535322546958923,0.2631579041481018,1.1168909072875977
16,0.6230769157409668,0.8773248195648193,0.2631579041481018,1.1168699264526367
17,0.7230769395828247,0.8397679924964905,0.2631579041481018,1.1152925491333008
18,0.6692307591438293,0.8332544565200806,0.2631579041481018,1.1127320528030396
19,0.7153846025466919,0.7758851647377014,0.24561403691768646,1.1047394275665283
20,0.607692301273346,0.8068944811820984,0.24561403691768646,1.0987436771392822
21,0.7153846025466919,0.7829442620277405,0.2631579041481018,1.0789790153503418
22,0.6769230961799622,0.8315523266792297,0.31578946113586426,1.047491431236267
23,0.7384615540504456,0.7412732243537903,0.4035087823867798,1.023000717163086
24,0.6692307591438293,0.812083899974823,0.42105263471603394,1.0296578407287598
25,0.692307710647583,0.7861965894699097,0.4385964870452881,1.018525242805481
26,0.807692289352417,0.7223070859909058,0.7017543911933899,0.9525712728500366
27,0.7769230604171753,0.7426398992538452,0.7368420958518982,0.926388144493103
28,0.807692289352417,0.7333632111549377,0.7719298005104065,0.9223556518554688
29,0.7846153974533081,0.7422342300415039,0.719298243522644,0.9511306881904602
30,0.7615384459495544,0.7361655235290527,0.8245614171028137,0.924331784248352
31,0.7307692170143127,0.7089267373085022,0.5789473652839661,0.9502456188201904
32,0.7923076748847961,0.6662159562110901,0.28070175647735596,0.9866917729377747
33,0.6692307591438293,0.7531509399414062,0.2631579041481018,1.0638995170593262
34,0.7461538314819336,0.6884943246841431,0.28070175647735596,1.026320457458496
35,0.7692307829856873,0.6873279809951782,0.4385964870452881,0.9595578908920288
36,0.8307692408561707,0.6271206140518188,0.5964912176132202,0.9018862247467041
37,0.7538461685180664,0.696620762348175,0.7368420958518982,0.8933358192443848
38,0.8230769038200378,0.6420816779136658,0.7017543911933899,0.8859389424324036
39,0.7461538314819336,0.6852330565452576,0.6842105388641357,0.8345205187797546
40,0.8384615182876587,0.6577378511428833,0.6140350699424744,0.8402114510536194
41,0.8538461327552795,0.6218615174293518,0.8771929740905762,0.7994846701622009
42,0.892307698726654,0.5598462224006653,0.6140350699424744,0.8518650531768799
43,0.7923076748847961,0.5982782244682312,0.4035087823867798,0.9204496145248413
44,0.7846153974533081,0.6254006624221802,0.42105263471603394,0.9077680706977844
45,0.8230769038200378,0.6181796193122864,0.6140350699424744,0.809361457824707
46,0.8461538553237915,0.5754954218864441,0.7368420958518982,0.827639639377594
47,0.8846153616905212,0.5582436919212341,0.6842105388641357,0.8599894046783447
48,0.8615384697914124,0.6035138964653015,0.5087719559669495,0.8417670130729675
49,0.800000011920929,0.584926962852478,0.5964912176132202,0.8091196417808533
50,0.800000011920929,0.6177228093147278,0.6140350699424744,0.7805896997451782
51,0.8692307472229004,0.6011048555374146,0.6666666865348816,0.8237399458885193
52,0.8769230842590332,0.5561083555221558,0.8070175647735596,0.8169216513633728
53,0.8846153616905212,0.5272696018218994,0.719298243522644,0.8021044731140137
54,0.8615384697914124,0.556807816028595,0.719298243522644,0.8170725703239441
55,0.8384615182876587,0.5973697304725647,0.8070175647735596,0.7718092203140259
56,0.8461538553237915,0.5444715023040771,0.8245614171028137,0.7383459210395813
57,0.8461538553237915,0.5352849364280701,0.8421052694320679,0.7268673181533813
58,0.8461538553237915,0.5196671485900879,0.8070175647735596,0.6996539831161499
59,0.9076923131942749,0.4531504511833191,0.8421052694320679,0.6192253232002258
60,0.8384615182876587,0.5614537596702576,0.8245614171028137,0.6207072734832764
61,0.8692307472229004,0.4577670395374298,0.6842105388641357,0.6635035276412964
62,0.8846153616905212,0.4805411696434021,0.6666666865348816,0.6845467686653137
63,0.8692307472229004,0.4653177857398987,0.7894737124443054,0.6370789408683777
64,0.892307698726654,0.41876420378685,0.9122806787490845,0.5927719473838806
65,0.8615384697914124,0.4951426684856415,0.8070175647735596,0.6772961616516113
66,0.892307698726654,0.4817632734775543,0.8421052694320679,0.6533774137496948
67,0.8999999761581421,0.45639926195144653,0.9122806787490845,0.6073238849639893
68,0.892307698726654,0.4542577564716339,0.9122806787490845,0.6065190434455872
69,0.8999999761581421,0.4674088954925537,0.8771929740905762,0.6319995522499084
70,0.8692307472229004,0.4782201647758484,0.859649121761322,0.6585922837257385
71,0.9076923131942749,0.46621084213256836,0.859649121761322,0.6134731769561768
72,0.8846153616905212,0.4754452705383301,0.8771929740905762,0.5774625539779663
73,0.9153845906257629,0.46004718542099,0.8421052694320679,0.6566994786262512
74,0.892307698726654,0.42332297563552856,0.8771929740905762,0.5761783123016357
75,0.8999999761581421,0.4762090742588043,0.8771929740905762,0.5306570529937744
76,0.8846153616905212,0.4584295153617859,0.9473684430122375,0.5040231943130493
77,0.892307698726654,0.46889936923980713,0.8947368264198303,0.5248146653175354
78,0.9307692050933838,0.4286838471889496,0.8947368264198303,0.5275910496711731
79,0.8461538553237915,0.49273785948753357,0.8771929740905762,0.4888092279434204
80,0.8692307472229004,0.4383389949798584,0.8421052694320679,0.5048733353614807
81,0.8461538553237915,0.4512019753456116,0.8070175647735596,0.5872185230255127
82,0.8615384697914124,0.44252756237983704,0.8771929740905762,0.5282142162322998
83,0.8999999761581421,0.4386955499649048,0.9122806787490845,0.5410285592079163
84,0.8999999761581421,0.4202258288860321,0.8771929740905762,0.5124431848526001
85,0.8692307472229004,0.4367363452911377,0.8947368264198303,0.49159708619117737
86,0.9230769276618958,0.3896070718765259,0.9298245906829834,0.49008843302726746
87,0.8769230842590332,0.4028068780899048,0.8245614171028137,0.5945749878883362
88,0.8999999761581421,0.3900263011455536,0.7368420958518982,0.7741163969039917
89,0.8692307472229004,0.41220778226852417,0.42105263471603394,0.9726424813270569
90,0.8999999761581421,0.3940957188606262,0.42105263471603394,1.0210669040679932
91,0.9230769276618958,0.3641936480998993,0.3333333432674408,0.9410775303840637
92,0.8769230842590332,0.3906749486923218,0.45614033937454224,0.9700148701667786
93,0.8846153616905212,0.39715611934661865,0.5438596606254578,1.1010879278182983
94,0.9615384340286255,0.3512299358844757,0.5438596606254578,1.0911849737167358
95,0.8538461327552795,0.4429590702056885,0.5087719559669495,0.8899120092391968
96,0.892307698726654,0.3581693172454834,0.5263158082962036,0.7726362347602844
97,0.8692307472229004,0.40176427364349365,0.6842105388641357,0.8017751574516296
98,0.9307692050933838,0.3715154528617859,0.7719298005104065,0.7509159445762634
99,0.9461538195610046,0.3410261571407318,0.7543859481811523,0.7376003861427307
100,0.8999999761581421,0.44969311356544495,0.7894737124443054,0.6989282369613647
101,0.9230769276618958,0.34284043312072754,0.8421052694320679,0.602134644985199
102,0.9615384340286255,0.3231385052204132,0.8070175647735596,0.5148406624794006
103,0.9461538195610046,0.3408774137496948,0.8070175647735596,0.4687308073043823
104,0.9384615421295166,0.3192950189113617,0.859649121761322,0.45694291591644287
105,0.9384615421295166,0.3451783061027527,0.8947368264198303,0.48156529664993286
106,0.8999999761581421,0.3595787286758423,0.9122806787490845,0.4605236053466797
107,0.9307692050933838,0.34342697262763977,0.9473684430122375,0.431512713432312
108,0.9076923131942749,0.37584421038627625,0.9298245906829834,0.42870378494262695
109,0.8999999761581421,0.4172622263431549,0.9298245906829834,0.42754292488098145
110,0.9076923131942749,0.39956384897232056,0.9298245906829834,0.4201377034187317
111,0.9461538195610046,0.3354088366031647,0.9473684430122375,0.41708531975746155
112,0.8846153616905212,0.3988775908946991,0.9473684430122375,0.4044768214225769
113,0.9076923131942749,0.38163504004478455,0.9122806787490845,0.40010491013526917
114,0.8769230842590332,0.40465325117111206,0.8771929740905762,0.4307820498943329
115,0.9307692050933838,0.36879798769950867,0.8245614171028137,0.560241162776947
116,0.9230769276618958,0.4248689115047455,0.7368420958518982,0.7073986530303955
117,0.8846153616905212,0.3512454628944397,0.6666666865348816,0.8649324178695679
118,0.8538461327552795,0.44144392013549805,0.6842105388641357,0.734544575214386
119,0.8846153616905212,0.4129675626754761,0.7368420958518982,0.5810441970825195
120,0.9153845906257629,0.3247515559196472,0.8245614171028137,0.6063923835754395
121,0.8846153616905212,0.4058251976966858,0.7894737124443054,0.6713124513626099
122,0.9153845906257629,0.408701092004776,0.9122806787490845,0.4778077006340027
123,0.892307698726654,0.40029633045196533,0.9298245906829834,0.40946927666664124
124,0.892307698726654,0.3622450530529022,0.9298245906829834,0.3864164650440216
125,0.9076923131942749,0.3404543399810791,0.9298245906829834,0.3482397794723511
126,0.9307692050933838,0.31986647844314575,0.8947368264198303,0.3450993299484253
127,0.9307692050933838,0.3155194818973541,0.7719298005104065,0.4396198093891144
128,0.9615384340286255,0.31919732689857483,0.719298243522644,0.5068440437316895
129,0.892307698726654,0.3502325713634491,0.8421052694320679,0.4129164516925812
130,0.9384615421295166,0.3211379945278168,0.7368420958518982,0.5309815406799316
131,0.9230769276618958,0.3142217993736267,0.8245614171028137,0.4255623519420624
132,0.892307698726654,0.369625061750412,0.7368420958518982,0.5260523557662964
133,0.9230769276618958,0.37933874130249023,0.8070175647735596,0.43205568194389343
134,0.9153845906257629,0.34152522683143616,0.7368420958518982,0.5102971792221069
135,0.9076923131942749,0.3549043834209442,0.719298243522644,0.7218167781829834
136,0.9153845906257629,0.3544664680957794,0.7368420958518982,0.5618486404418945
137,0.9461538195610046,0.29373496770858765,0.8070175647735596,0.42193615436553955
138,0.9230769276618958,0.2724660038948059,0.7894737124443054,0.4214234948158264
139,0.9461538195610046,0.26971372961997986,0.7368420958518982,0.6411727666854858
140,0.892307698726654,0.360066294670105,0.719298243522644,0.7218074202537537
141,0.9307692050933838,0.3039819300174713,0.7017543911933899,0.7077433466911316
142,0.9307692050933838,0.3103742003440857,0.7017543911933899,0.6672483682632446
143,0.9153845906257629,0.3149271309375763,0.7543859481811523,0.5514194965362549
144,0.9384615421295166,0.3329055905342102,0.8771929740905762,0.40888121724128723
145,0.9538461565971375,0.3011409342288971,0.8421052694320679,0.4240305721759796
146,0.9153845906257629,0.3608546555042267,0.8070175647735596,0.590060830116272
147,0.9307692050933838,0.28290536999702454,0.7543859481811523,0.7497881054878235
148,0.9538461565971375,0.2971300780773163,0.7543859481811523,0.744785726070404
149,0.9384615421295166,0.27398359775543213,0.7543859481811523,0.7730181217193604
150,0.9307692050933838,0.2929476797580719,0.7543859481811523,0.8072884678840637
151,0.9307692050933838,0.2796952426433563,0.6842105388641357,0.9630032181739807
152,0.9230769276618958,0.29343706369400024,0.6842105388641357,0.9240508079528809
153,0.8846153616905212,0.33396947383880615,0.8245614171028137,0.5327417254447937
154,0.892307698726654,0.3126494586467743,0.8947368264198303,0.3772939145565033
155,0.8999999761581421,0.3584625720977783,0.8421052694320679,0.39424094557762146
156,0.9153845906257629,0.2835606038570404,0.8421052694320679,0.457626610994339
